SRC_ID1, SRC_ID2, DEST_ID
123,93,15931
96,98,15932
140,54,15933
13,92,15934
193,58,15936
64,97,15937
67,103,15938
179,96,15939
72,49,15941
70,44,15942
15,103,15943
189,87,15944
172,110,15945
152,95,15946
124,47,15949
65,58,15948
180,92,15951
134,102,15961
35,101,15962
54,101,15963
59,43,15964
156,102,15965
77,94,15966
1,103,15967
131,54,15968
106,114,15969
184,68,15970
17,47,15971
56,68,15972
11,94,15973
6,90,15975
166,79,15981
157,75,15983
194,63,15984
42,103,15982
26,101,15985
148,96,15986
169,110,15987
33,60,15988
71,81,15989
137,101,15990
21,93,15991
74,79,15992
114,102,15993
118,93,15994
163,58,15995
16,102,15996
52,81,15997
181,81,15998
147,103,15999
53,109,16000
100,101,16001
144,90,16002
188,47,16003
41,60,16004
182,103,16005
90,68,16006
84,97,16007
69,51,16008
129,96,16009
86,97,16010
88,94,16011
155,111,16012
2,89,16013
79,76,16014
8,98,16015
161,89,16016
151,99,16017
58,79,16018
82,102,16019
63,51,16020
7,90,16021
130,89,16022
34,58,16023
93,74,16024
47,66,16025
113,100,16026
44,63,16027
83,54,16028
127,82,16029
177,90,16030
125,81,16031
89,63,16032
36,88,16034
3,104,16035
171,56,16037
145,48,16038
167,57,16040
101,103,16043
49,89,16044
87,95,16045
178,101,16047
160,96,16048
19,98,16049
187,45,16050
10,103,16052
120,94,16053
191,101,16054
94,66,16055
92,97,16057
57,92,16058
73,98,16059
149,55,16061
25,115,16062
32,101,16064
158,96,16065
173,109,16066
45,48,16067
4,61,16069
76,115,16070
139,92,16071
20,44,16072
27,108,16074
105,89,16075
9,93,16076
150,92,16077
197,98,16079
126,70,16080
195,110,16081
103,108,16082
43,92,16084
123,94,16085
108,43,16086
140,55,16087
96,99,16088
13,93,16089
14,108,16091
121,47,16092
193,59,16093
64,98,16094
185,104,16096
102,88,16097
179,97,16098
109,96,16099
138,109,16101
183,107,16102
186,113,16103
15,104,16104
22,64,16106
70,45,16107
172,111,16109
189,88,16108
65,59,16110
104,89,16112
124,48,16113
154,107,16114
180,93,16115
134,103,16121
35,102,16122
54,102,16123
156,103,16125
1,104,16126
17,48,16127
106,115,16128
77,95,16129
131,55,16130
184,69,16131
11,95,16133
39,43,16134
6,91,16135
61,104,16136
78,46,16138
111,91,16139
85,100,16140
198,97,16142
136,95,16143
42,104,16144
194,64,16145
26,102,16147
148,97,16148
33,61,16149
169,111,16150
21,94,16152
137,102,16153
74,80,16154
114,103,16155
163,59,16157
16,103,16158
181,82,16159
147,104,16161
53,110,16162
144,91,16164
188,48,16165
41,61,16166
84,98,16167
69,52,16168
182,104,16169
90,69,16170
86,98,16172
2,90,16173
79,77,16174
155,112,16175
8,99,16177
58,80,16178
82,103,16179
151,100,16180
34,59,16182
63,52,16183
7,91,16184
93,75,16186
47,67,16187
113,101,16188
44,64,16191
83,55,16201
177,91,16202
127,83,16203
125,82,16204
36,89,16205
97,93,16206
89,64,16207
3,105,16208
143,95,16209
171,57,16210
150,93,16211
9,94,16212
197,99,16214
126,71,16216
43,93,16218
140,56,16221
159,101,16223
121,48,16226
64,99,16228
185,105,16230
102,89,16232
30,102,16234
183,108,16236
15,105,16238
70,46,16240
164,58,16242
172,112,16244
152,97,16246
26,103,16247
148,98,16248
169,112,16250
137,103,16252
74,81,16254
118,95,16256
16,104,16257
181,83,16258
100,103,16261
52,83,16262
41,62,16264
53,111,16265
188,49,16266
133,58,16268
182,105,16269
90,70,16270
46,58,16271
69,53,16273
84,99,16274
86,99,16281
2,91,16282
79,78,16284
88,96,16285
161,91,16286
151,101,16287
58,81,16289
82,104,16290
34,60,16291
63,53,16292
93,76,16294
130,91,16295
47,68,16296
113,102,16297
127,84,16299
177,92,16300
83,56,16301
89,65,16303
97,94,16304
36,90,16305
3,106,16306
150,94,16308
9,95,16309
40,94,16310
195,112,16312
103,110,16321
43,94,16323
108,45,16325
140,57,16327
159,102,16341
14,110,16343
121,49,16344
179,99,16346
64,100,16348
102,90,16350
109,98,16352
170,103,16354
186,115,16356
164,59,16362
72,52,16364
65,61,16366
189,90,16368
26,104,16370
74,77,15725
16,100,15729
102,87,15735
30,100,15741
129,94,15745
2,87,15750
171,54,15759
170,100,15767
68,56,15772
78,45,15777
19,96,15782
168,94,15790
149,53,15795
126,68,15800
135,55,15805
96,97,15821
42,102,15854
169,109,15859
165,57,15864
147,102,15871
41,59,15876
86,96,15881
63,50,15886
177,89,15889
97,91,15894
170,101,15899
68,57,15903
120,93,15911
168,95,15915
60,104,15919
40,91,15923
195,109,15927
159,99,15935
183,106,15940
104,88,15947
154,106,15950
61,103,15974
97,92,16033
143,94,16036
170,102,16039
132,99,16042
115,111,16046
162,58,16051
168,96,16056
60,105,16060
18,95,16063
55,99,16068
91,73,16073
40,92,16078
135,57,16083
159,100,16090
67,104,16095
30,101,16100
72,50,16105
152,96,16111
59,44,16124
56,69,16132
166,80,16137
146,100,16141
157,76,16146
71,82,16151
118,94,16156
52,82,16160
100,102,16163
129,97,16171
88,95,16176
161,90,16181
130,90,16185
40,93,16213
195,111,16215
103,109,16217
123,95,16219
108,44,16220
96,100,16222
13,94,16224
14,109,16225
193,60,16227
67,105,16229
179,98,16231
109,97,16233
138,110,16235
186,114,16237
72,51,16239
22,65,16241
65,60,16243
189,89,16245
33,62,16249
71,83,16251
21,95,16253
114,104,16255
163,60,16259
147,105,16263
144,92,16267
129,98,16272
155,113,16283
8,100,16288
7,92,16293
44,65,16298
125,83,16302
143,96,16307
197,100,16311
126,72,16322
123,96,16324
165,58,16326
96,101,16331
13,95,16342
193,61,16345
67,106,16347
185,106,16349
30,103,16351
132,100,16353
138,111,16355
101,104,16357
183,109,16358
145,49,16359
15,106,16361
70,47,16363
22,66,16365
172,113,16367
152,98,16369
117,58,16371
33,63,16372
148,99,16373
71,84,16374
169,113,16375
74,82,16376
21,96,16377
137,104,16378
16,105,16379
118,96,16380
114,105,16381
181,84,16382
163,61,16383
147,106,16384
100,104,16385
52,84,16386
41,63,16387
53,112,16388
188,50,16389
144,93,16390
133,59,16391
182,106,16392
90,71,16393
46,59,16394
129,99,16395
162,59,16396
120,95,16397
92,98,16398
60,106,16399
87,96,16400
49,90,16401
191,102,16402
69,54,16403
73,99,16404
84,100,16405
187,46,16406
57,93,16407
149,56,16408
105,90,16409
86,100,16410
94,67,16411
115,112,16412
19,99,16413
168,97,16414
160,97,16415
178,102,16416
10,104,16417
48,58,16418
155,114,16419
79,79,16420
88,97,16421
161,92,16422
151,102,16423
2,92,16424
8,101,16425
58,82,16426
63,54,16427
34,61,16428
82,105,16429
7,93,16430
93,77,16431
154,108,16432
130,92,16433
134,104,16434
47,69,16435
113,103,16436
59,45,16437
196,43,16438
54,103,16439
35,103,16440
44,66,16441
104,90,16442
124,49,16443
180,94,16444
177,93,16445
83,57,16446
127,85,16447
125,84,16448
89,66,16449
97,95,16450
3,107,16451
143,97,16452
36,91,16453
150,95,16454
9,96,16455
197,101,16456
103,111,16457
195,113,16458
40,95,16459
123,97,16460
43,95,16461
126,73,16462
108,46,16463
165,59,16464
96,102,16465
159,103,16466
42,105,16467
6,92,16468
77,96,16469
17,49,16470
61,105,16471
106,116,16472
184,70,16473
39,44,16474
13,96,16475
14,111,16476
121,50,16477
11,96,16478
156,104,16479
116,58,16480
56,70,16481
194,65,16482
1,105,16483
131,56,16484
166,81,16485
157,77,16486
193,62,16487
179,100,16488
64,101,16489
67,107,16490
185,107,16491
102,91,16492
30,104,16493
109,99,16494
132,101,16495
170,104,16496
138,112,16497
101,105,16498
186,116,16499
183,110,16500
164,60,16503
145,50,16502
72,53,16504
15,107,16505
172,114,16506
70,48,16507
22,67,16508
65,62,16509
189,91,16510
26,105,16511
148,100,16512
33,64,16513
117,59,16514
71,85,16515
152,99,16516
169,114,16517
139,93,16518
32,102,16519
76,116,16520
158,97,16521
74,83,16522
21,97,16523
27,109,16524
25,116,16525
20,45,16526
45,49,16527
55,100,16528
18,96,16529
173,110,16530
91,74,16531
4,62,16532
16,106,16533
118,97,16534
137,105,16535
114,106,16536
100,105,16537
53,113,16538
144,94,16539
52,85,16540
163,62,16541
188,51,16542
147,107,16543
181,85,16544
23,43,16545
41,64,16546
133,60,16547
182,107,16548
135,58,16549
46,60,16550
120,96,16551
162,60,16552
60,107,16553
87,97,16554
129,100,16555
92,99,16556
90,72,16557
49,91,16558
191,103,16559
69,55,16560
73,100,16561
57,94,16562
84,101,16563
187,47,16564
115,113,16565
149,57,16566
168,98,16567
86,101,16568
105,91,16569
94,68,16570
175,43,16571
19,100,16572
160,98,16573
155,115,16574
48,59,16576
10,105,16575
178,103,16577
58,83,16580
2,93,16578
79,80,16579
161,93,16581
151,103,16582
88,98,16583
8,102,16584
63,55,16585
82,106,16586
93,78,16587
7,94,16588
154,109,16589
34,62,16590
44,67,16591
59,46,16592
180,95,16593
113,104,16594
130,93,16595
54,104,16596
124,50,16597
134,105,16598
104,91,16599
47,70,16600
35,104,16601
196,44,16602
127,86,16603
177,94,16604
89,67,16611
97,96,16612
125,85,16613
3,108,16614
143,98,16615
150,96,16616
146,101,16617
111,92,16618
78,47,16619
36,92,16620
197,102,16621
198,98,16622
103,112,16623
136,96,16624
40,96,16625
9,97,16626
195,114,16627
85,101,16628
43,96,16629
123,98,16630
126,74,16631
28,43,16632
108,47,16633
165,60,16634
159,104,16635
96,103,16636
42,106,16637
61,106,16638
6,93,16639
17,50,16640
106,117,16641
77,97,16642
184,71,16643
13,97,16644
39,45,16645
14,112,16646
156,105,16647
11,97,16648
121,51,16649
116,59,16650
56,71,16651
194,66,16652
1,106,16653
131,57,16654
68,58,16655
179,101,16656
166,82,16657
157,78,16658
193,63,16659
185,108,16660
67,108,16661
64,102,16662
30,105,16663
102,92,16664
132,102,16665
109,100,16666
138,113,16667
101,106,16668
170,105,16669
15,108,16670
183,111,16671
145,51,16673
72,54,16674
164,61,16675
186,117,16676
172,115,16677
70,49,16678
65,63,16679
22,68,16680
189,92,16681
26,106,16682
148,101,16683
164,50,14534
105,81,14537
87,86,14539
189,79,14541
90,58,14544
129,86,14545
117,48,14548
13,81,14549
27,98,14552
159,88,14553
191,93,14557
34,53,14560
92,89,14564
104,81,14565
67,95,14569
149,47,14570
76,105,14573
152,83,14608
139,81,14610
1,91,14612
46,48,14615
83,45,14618
195,99,14621
48,49,14624
93,65,14627
166,69,14630
101,94,14633
120,85,14636
170,93,14639
4,53,14642
25,106,14646
162,50,14649
91,64,14652
158,87,14655
144,80,14658
74,69,14661
30,92,14664
77,87,14667
138,100,14670
16,92,14674
3,94,14677
32,94,14679
171,46,14681
1,92,14684
103,98,14686
46,49,14688
58,71,14691
195,100,14693
8,90,14701
182,95,14702
84,89,14703
48,50,14704
93,66,14705
132,91,14706
18,87,14707
166,70,14708
85,93,14709
101,95,14710
167,49,14711
136,88,14712
68,50,14713
130,81,14714
198,90,14715
49,81,14716
120,86,14717
178,93,14718
6,81,14719
170,94,14720
115,103,14721
173,101,14722
146,93,14723
100,97,14724
14,98,14725
4,54,14726
65,50,14727
186,103,14729
25,107,14730
162,51,14732
91,65,14734
114,93,14735
10,92,14737
106,105,14738
74,70,14740
165,49,14741
118,84,14743
2,80,14744
56,62,14746
30,93,14747
52,72,14749
77,88,14750
185,96,14752
138,101,14753
11,88,14755
134,97,14756
154,101,14758
42,95,14760
137,93,14761
156,95,14762
16,93,14763
55,93,14764
35,94,14765
116,50,14766
111,83,14767
3,95,14768
19,89,14769
129,87,14770
32,95,14772
159,89,14774
13,82,14776
90,59,14778
27,99,14779
171,47,14782
1,93,14783
46,50,14786
135,48,14787
83,47,14789
150,83,14791
73,90,14793
148,90,14796
182,96,14798
84,90,14801
18,88,14803
101,96,14806
136,89,14808
198,91,14811
49,82,14813
170,95,14817
100,98,14820
4,55,14822
14,99,14823
79,66,14824
186,104,14825
15,95,14828
131,46,14829
76,108,14830
25,108,14831
118,85,14845
33,53,14846
57,82,14847
2,81,14848
143,86,14849
86,89,14850
7,82,14851
90,60,14859
159,90,14861
13,83,14863
79,67,14891
14,100,14890
15,96,14895
162,53,14899
114,95,14900
106,107,14904
91,67,14905
181,74,14909
144,83,14910
57,83,14914
2,82,14915
7,83,14918
163,52,14921
40,83,14922
41,54,14924
74,73,14999
181,75,15002
33,55,15006
2,83,15008
143,88,15009
7,84,15010
197,90,15014
195,102,15018
150,84,15020
161,83,15023
90,62,15025
83,48,15028
47,60,15030
13,85,15032
152,88,15034
139,86,15037
180,85,15039
177,84,15043
164,53,15044
101,97,15048
170,96,15049
167,51,15053
132,93,15054
68,52,15058
136,90,15059
133,53,15063
44,59,15064
43,86,15069
42,96,15072
137,94,15074
169,103,15075
21,86,15076
102,82,15077
22,58,15078
52,74,15079
185,98,15081
138,103,15083
69,44,15085
186,107,15087
79,69,15089
88,87,15091
63,44,15092
65,54,15094
3,97,15096
19,91,15098
15,98,15100
131,49,15102
35,96,15104
156,97,15106
32,97,15108
158,92,15110
184,63,15112
162,55,15114
114,97,15116
168,89,15118
144,85,15119
181,76,15121
118,88,15124
33,56,15125
147,98,15127
9,86,15129
92,90,15130
57,85,15133
60,98,15132
197,91,15137
40,85,15138
195,103,15142
182,98,15143
123,87,15147
58,74,15148
8,93,15152
47,61,15153
104,82,15157
139,87,15161
82,97,15162
171,51,15165
48,53,15166
177,85,15170
146,96,15171
101,98,15175
120,89,15176
49,84,15180
85,96,15181
136,91,15183
166,73,15184
1,97,15188
46,54,15189
43,87,15193
96,94,15194
157,69,15197
169,104,15198
102,83,15202
22,59,15203
138,104,15207
53,103,15208
14,103,15212
79,70,15213
65,55,15217
97,86,15218
117,52,15220
116,53,15224
131,50,15228
25,112,15243
32,98,15244
91,70,15245
10,97,15248
74,75,15251
181,77,15254
165,54,15257
188,43,15260
9,87,15263
189,82,15299
104,83,15302
139,88,15305
173,105,15304
6,85,15309
171,52,15310
130,85,15313
177,86,15314
170,98,15318
101,99,15319
178,97,15323
49,85,15324
68,54,15328
166,74,15329
140,51,15333
46,55,15334
43,88,15337
103,104,15338
157,70,15342
169,105,15343
102,84,15347
16,97,15351
193,56,15352
14,104,15356
69,46,15357
155,106,15361
88,89,15362
63,46,15366
7,85,15367
145,43,15371
117,53,15372
94,61,15376
35,98,15378
131,51,15380
158,94,15384
91,71,15388
162,57,15389
114,99,15393
181,78,15394
118,90,15398
148,93,15399
71,78,15403
147,100,15404
92,92,15407
57,87,15408
163,56,15412
105,84,15413
150,87,15417
126,65,15418
58,76,15422
93,71,15423
113,97,15426
84,94,15427
13,88,15431
159,95,15432
183,102,15436
72,45,15437
154,102,15445
77,90,15457
19,94,15502
10,99,15507
92,93,15510
149,51,15513
163,57,15515
40,88,15518
126,66,15520
182,101,15523
161,87,15525
113,98,15528
47,64,15529
90,66,15531
8,96,15532
64,94,15536
67,100,15537
183,103,15539
104,85,15543
154,103,15548
180,89,15549
139,90,15553
173,107,15554
17,44,15558
56,65,15559
61,100,15563
166,76,15565
42,100,15566
169,107,15570
52,78,15573
16,99,15574
186,111,15582
160,93,15630
120,91,15631
168,93,15634
57,89,15637
73,95,15639
149,52,15641
40,89,15643
105,86,15645
126,67,15647
103,105,15649
133,56,15651
43,89,15652
46,56,15653
96,96,15655
44,62,15657
182,102,15659
113,99,15661
83,53,15663
47,65,15665
90,67,15666
127,81,15668
13,90,15670
67,101,15672
179,94,15674
15,101,15676
189,85,15679
124,45,15681
154,104,15683
20,43,15685
35,99,15686
27,107,15690
32,100,15691
158,95,15695
173,108,15696
54,99,15700
48,57,15701
184,66,15705
1,101,15706
11,92,15709
6,88,15710
194,61,15714
157,73,15715
148,94,15719
137,99,15720
114,100,15724
118,91,15726
181,79,15728
147,101,15730
144,88,15733
121,46,15737
22,63,15738
14,107,15742
41,58,15743
79,74,15746
155,109,15747
151,97,15751
7,88,15752
130,87,15755
164,57,15756
89,61,15760
36,86,15761
145,46,15764
143,92,15765
167,55,15768
132,97,15769
85,99,15773
198,96,15774
111,90,15778
115,109,15779
160,94,15783
187,43,15784
10,101,15786
191,99,15787
57,90,15791
92,95,15792
177,81,14536
113,93,14538
140,46,14542
183,98,14543
35,93,14546
55,92,14550
26,91,14554
9,84,14555
147,96,14558
148,89,14561
160,91,14562
71,75,14566
36,83,14567
127,75,14572
7,79,14574
79,63,14575
181,70,14576
144,79,14577
114,91,14578
158,86,14579
186,101,14580
162,49,14581
168,83,14582
10,90,14583
106,103,14584
91,63,14585
2,78,14586
25,105,14587
118,82,14588
193,50,14589
30,91,14590
56,60,14591
74,68,14592
165,47,14593
52,70,14594
53,98,14595
138,99,14596
185,94,14597
77,86,14598
61,95,14599
11,86,14600
156,93,14601
19,87,14602
16,91,14603
116,48,14604
161,78,14605
3,93,14606
32,93,14607
82,91,14609
171,45,14611
135,46,14613
133,48,14614
126,59,14616
103,97,14617
58,70,14619
150,81,14620
84,88,14622
8,89,14623
182,94,14625
85,92,14626
18,86,14628
132,90,14629
167,48,14631
68,49,14632
136,87,14634
49,80,14635
173,100,14637
178,92,14638
115,102,14640
14,97,14641
65,49,14643
44,57,14644
76,106,14645
186,102,14647
79,64,14648
114,92,14650
168,84,14651
10,91,14653
181,71,14654
106,104,14656
118,83,14657
2,79,14659
7,80,14660
165,48,14662
193,51,14663
56,61,14665
52,71,14666
53,99,14668
185,95,14669
11,87,14672
156,94,14673
116,49,14675
161,79,14678
152,84,14680
82,92,14683
135,47,14687
83,46,14690
150,82,14692
117,49,14771
161,80,14773
139,83,14780
133,50,14784
126,61,14788
58,72,14790
195,101,14792
147,97,14794
9,85,14797
8,91,14799
166,71,14802
48,51,14804
85,94,14807
167,50,14809
130,82,14812
120,87,14814
6,82,14816
115,104,14818
146,94,14819
65,51,14826
88,84,14827
158,89,14832
162,52,14834
106,106,14836
114,94,14838
181,73,14840
163,51,14852
155,103,14854
123,84,14858
161,81,14860
47,58,14862
152,86,14864
27,100,14865
139,84,14866
177,82,14867
180,83,14868
164,51,14869
82,94,14870
171,48,14871
1,94,14872
87,87,14873
133,51,14874
140,47,14875
103,100,14876
46,51,14877
135,49,14878
26,92,14879
183,99,14880
113,94,14882
189,80,14883
67,96,14884
179,89,14885
127,76,14886
64,90,14887
172,103,14888
4,56,14889
186,105,14892
65,52,14894
131,47,14896
25,109,14898
158,90,14901
74,72,14903
184,61,14906
109,90,14908
165,51,14911
33,54,14913
143,87,14916
151,92,14920
197,89,14923
123,85,14925
90,61,14927
47,59,14929
152,87,14931
139,85,14933
82,95,14935
164,52,14937
133,52,14940
140,48,14942
46,52,14944
135,50,14946
183,100,14948
113,95,14951
67,97,14953
127,77,14954
172,104,14956
72,43,14957
61,98,14958
11,89,14959
77,89,14960
56,63,14961
185,97,14962
30,94,14963
52,73,14964
193,53,14965
138,102,14966
53,101,14967
4,57,14968
69,43,14969
16,94,14970
79,68,14971
186,106,14972
14,101,14973
129,88,14974
88,86,14975
117,50,14976
65,53,14977
111,84,14978
3,96,14979
19,90,14980
116,51,14981
94,58,14982
15,97,14983
131,48,14984
76,110,14985
35,95,14986
45,43,14987
156,96,14988
55,94,14989
32,96,14990
25,110,14991
91,68,14992
162,54,14993
184,62,14994
106,108,14995
158,91,14996
114,96,14997
10,95,14998
168,88,15000
144,84,15001
109,91,15003
118,87,15005
57,84,15007
155,105,15011
86,91,15013
40,84,15016
41,55,15017
182,97,15021
123,86,15022
8,92,15026
58,73,15027
159,92,15031
27,102,15035
18,89,15036
82,96,15040
48,52,15041
146,95,15045
6,83,15046
198,92,15050
115,105,15051
49,83,15055
178,95,15056
166,72,15060
1,96,15061
46,53,15065
140,49,15066
103,102,15068
135,51,15067
96,93,15070
26,94,15071
157,68,15073
193,54,15080
30,95,15082
53,102,15084
16,95,15086
14,102,15088
129,89,15090
97,85,15093
117,51,15095
111,85,15097
94,59,15099
116,52,15101
76,111,15103
45,44,15105
55,95,15107
106,109,15109
25,111,15111
91,69,15113
10,96,15115
74,74,15117
121,43,15120
165,53,15123
148,91,15126
71,76,15128
191,94,15131
73,91,15135
105,82,15136
41,56,15140
150,85,15141
93,69,15145
161,84,15146
84,92,15150
90,63,15151
13,86,15155
34,54,15156
27,103,15159
18,90,15160
180,86,15164
130,84,15168
164,54,15169
198,93,15173
170,97,15174
167,52,15178
178,96,15179
68,53,15182
133,54,15186
44,60,15187
103,103,15191
135,52,15192
26,95,15195
42,97,15196
137,95,15200
52,75,15201
193,55,15205
30,96,15206
186,108,15210
69,45,15211
88,88,15215
63,45,15216
3,98,15219
111,86,15221
94,60,15222
15,99,15225
35,97,15227
55,96,15230
45,45,15231
162,56,15247
168,90,15250
144,86,15253
109,93,15256
148,92,15259
147,99,15262
92,91,15265
149,49,15267
73,92,15269
197,92,15271
41,57,15273
150,86,15275
182,99,15277
123,88,15279
161,85,15281
83,50,15283
90,64,15285
47,62,15287
127,78,15289
159,94,15291
67,98,15293
183,101,15295
72,44,15297
27,104,15303
48,54,15308
82,98,15311
146,97,15315
115,107,15316
120,90,15320
132,95,15321
85,97,15325
87,91,15326
1,98,15330
133,55,15331
96,95,15335
26,96,15339
42,98,15340
21,88,15344
137,96,15345
22,60,15348
185,100,15349
30,97,15353
138,105,15354
2,84,15358
79,71,15359
151,94,15363
86,92,15364
97,87,15368
3,99,15369
19,93,15373
111,87,15374
76,113,15379
55,97,15381
45,46,15383
106,111,15385
32,99,15387
184,65,15390
168,91,15392
74,76,15395
144,87,15397
109,94,15400
188,44,15402
9,88,15406
149,50,15409
60,100,15411
197,93,15414
195,105,15416
123,89,15419
161,86,15421
83,51,15424
47,63,15425
90,65,15428
8,95,15430
64,93,15433
34,56,15435
179,92,15438
189,83,15440
124,43,15441
152,91,15442
104,84,15443
27,105,15446
18,92,15448
139,89,15450
173,106,15452
6,86,15458
11,90,15459
61,99,15460
166,75,15461
1,99,15462
42,99,15463
26,97,15464
194,59,15465
157,71,15466
169,106,15467
21,89,15468
137,97,15469
52,77,15470
102,85,15471
53,105,15472
16,98,15473
185,101,15474
22,61,15475
193,57,15476
30,98,15477
138,106,15478
186,110,15479
14,105,15480
69,47,15481
129,92,15482
14,86,13517
3,84,13518
103,92,13520
56,55,13522
160,84,13524
88,77,13526
15,88,13528
136,79,13530
157,59,13532
189,74,13534
2,72,13536
16,82,13544
9,74,13545
27,88,13546
25,96,13547
184,54,13548
147,87,13549
52,61,13550
87,78,13551
53,89,13552
180,74,13553
43,79,13554
126,57,13555
94,50,13556
7,71,13557
40,75,13558
54,90,13559
68,44,13560
120,80,13561
179,84,13562
181,66,13563
164,46,13564
71,71,13565
67,91,13566
166,64,13567
113,89,13568
105,77,13569
158,82,13570
191,85,13571
168,75,13572
106,95,13573
90,51,13577
115,93,13580
4,44,13583
195,90,13588
170,84,13591
35,85,13594
100,87,13597
96,83,13600
139,73,13603
109,81,13606
1,83,13609
161,74,13612
11,82,13614
151,83,13617
134,87,13620
14,87,13623
186,95,13627
3,85,13632
88,78,13641
157,60,13646
2,73,13651
113,90,13689
105,78,13691
168,76,13694
138,90,13697
163,45,13699
155,97,13701
115,94,13703
57,76,13705
93,59,13706
4,45,13707
13,74,13708
159,81,13709
148,83,13710
178,86,13714
30,85,13716
170,85,13721
100,88,13725
96,84,13730
109,82,13735
41,50,13740
86,86,13744
134,88,13748
14,88,13751
186,96,13755
36,78,13759
82,85,13835
109,83,13836
104,77,13860
42,89,13865
157,62,13868
129,79,13871
101,86,13874
111,75,13877
9,77,13880
52,64,13884
180,77,13888
54,93,13893
168,78,13898
166,66,13955
68,46,13960
160,88,13965
114,88,13970
67,93,13974
181,68,13979
137,89,13983
173,93,13987
132,83,13991
73,83,13996
27,92,13999
116,43,14004
85,87,14009
180,78,14014
167,43,14022
40,79,14027
144,75,14031
90,55,14039
19,83,14058
173,94,14065
129,81,14069
111,77,14074
27,93,14079
16,87,14083
30,87,14088
85,88,14093
18,82,14098
144,76,14101
7,76,14103
91,60,14105
60,94,14107
90,56,14108
138,94,14110
6,76,14112
146,88,14114
89,55,14116
154,96,14118
150,77,14120
84,84,14123
82,88,14124
33,50,14126
102,79,14131
134,92,14137
173,95,14141
115,97,14146
117,44,14151
111,78,14156
22,56,14161
2,75,14165
116,45,14170
30,88,14175
178,89,14180
180,80,14185
94,56,14190
114,89,14195
104,79,14200
106,101,14205
60,95,14210
90,57,14215
146,89,14220
137,90,14225
150,78,14230
88,82,14236
109,87,14238
134,93,14268
49,76,14269
173,96,14272
64,88,14317
113,92,14321
120,83,14326
105,80,14329
71,74,14334
127,74,14339
76,104,14344
194,57,14349
79,62,14354
10,89,14359
130,78,14368
198,87,14371
48,47,14375
139,80,14380
1,90,14385
171,44,14388
11,85,14393
197,87,14397
54,96,14402
43,85,14407
57,81,14416
138,97,14442
47,57,14444
146,91,14447
154,99,14451
8,87,14454
14,95,14457
170,91,14462
44,55,14464
55,91,14465
129,85,14466
195,98,14509
132,89,14514
68,48,14519
178,91,14524
14,96,14529
64,89,14535
125,76,14540
111,82,14547
123,82,14551
73,89,14556
172,102,14559
60,97,14563
179,88,14568
61,96,14671
19,88,14676
139,82,14682
133,49,14685
126,60,14689
79,65,14728
76,107,14731
168,85,14733
181,72,14736
158,88,14739
144,81,14742
7,81,14745
193,52,14748
53,100,14751
61,97,14754
157,67,14757
96,92,14759
123,83,14775
152,85,14777
82,93,14781
103,99,14785
89,58,14795
93,67,14800
132,92,14805
68,51,14810
178,94,14815
173,102,14821
10,93,14833
91,66,14835
74,71,14837
168,86,14839
184,60,14841
109,89,14842
144,82,14843
165,50,14844
151,91,14853
40,82,14855
41,53,14856
197,88,14857
88,85,14893
76,109,14897
10,94,14902
168,87,14907
118,86,14912
86,90,14917
155,104,14919
161,82,14926
159,91,14928
13,84,14930
27,101,14932
180,84,14934
171,49,14936
177,83,14938
1,95,14939
87,88,14941
44,58,14943
103,101,14945
26,93,14947
189,81,14949
179,90,14952
64,91,14955
165,52,15004
151,93,15012
163,53,15015
126,62,15019
93,68,15024
84,91,15029
100,99,15033
173,103,15038
171,50,15042
130,83,15047
120,88,15052
85,95,15057
87,89,15062
109,92,15122
149,48,15134
163,54,15139
126,63,15144
83,49,15149
159,93,15154
152,89,15158
173,104,15163
6,84,15167
115,106,15172
132,94,15177
87,90,15185
140,50,15190
21,87,15199
185,99,15204
16,96,15209
129,90,15214
19,92,15223
76,112,15226
156,98,15229
158,93,15241
106,110,15242
184,64,15246
114,98,15249
121,44,15252
118,89,15255
33,57,15258
71,77,15261
191,95,15264
57,86,15266
60,99,15268
163,55,15270
105,83,15272
40,86,15274
126,64,15276
195,104,15278
93,70,15280
58,75,15282
84,93,15284
113,96,15286
8,94,15288
13,87,15290
64,92,15292
34,55,15294
179,91,15296
172,105,15298
152,90,15301
18,91,15306
180,87,15307
164,55,15312
198,94,15317
167,53,15322
136,92,15327
44,61,15332
135,53,15336
194,58,15341
52,76,15346
53,104,15350
186,109,15355
129,91,15360
65,56,15365
143,89,15370
116,54,15375
15,100,15377
156,99,15382
25,113,15386
10,98,15391
121,45,15396
165,55,15401
191,96,15405
73,93,15410
40,87,15415
182,100,15420
127,79,15429
67,99,15434
172,106,15439
4,58,15447
180,88,15449
48,55,15451
54,97,15453
134,98,15454
17,43,15455
56,64,15456
79,72,15483
2,85,15484
155,107,15485
86,93,15486
88,90,15487
65,57,15488
151,95,15489
63,47,15490
7,86,15491
97,88,15492
36,84,15494
3,100,15493
89,59,15495
125,77,15496
145,44,15497
143,90,15498
117,54,15499
78,43,15500
111,88,15501
160,92,15503
116,55,15504
94,62,15505
168,92,15506
191,97,15508
57,88,15509
9,89,15511
73,94,15512
60,101,15514
105,85,15516
197,94,15517
150,88,15519
195,106,15521
123,90,15522
58,77,15524
83,52,15526
93,72,15527
84,95,15530
127,80,15533
159,96,15534
13,89,15535
34,57,15538
179,93,15540
